x,y,dx,dy
98,123,1,0
99,123,0,-1
99,122,-1,0
98,122,-1,0
97,122,-1,0
96,122,0,1
96,123,-1,0
95,123,0,-1
95,122,-1,0
94,122,0,1
94,123,-1,0
93,123,-1,0
92,123,0,-1
92,122,1,0
93,122,0,-1
93,121,-1,0
92,121,-1,0
91,121,-1,0
90,121,-1,0
89,121,-1,0
88,121,-1,0
87,121,0,1
87,122,1,0
88,122,1,0
89,122,1,0
90,122,1,0
91,122,0,1
91,123,-1,0
90,123,-1,0
89,123,-1,0
88,123,-1,0
87,123,-1,0
86,123,0,-1
86,122,0,-1
86,121,-1,0
85,121,-1,0
84,121,-1,0
83,121,-1,0
82,121,0,-1
82,120,0,-1
82,119,0,-1
82,118,-1,0
81,118,0,1
81,119,0,1
81,120,-1,0
80,120,0,1
80,121,1,0
81,121,0,1
81,122,1,0
82,122,1,0
83,122,1,0
84,122,1,0
85,122,0,1
85,123,-1,0
84,123,-1,0
83,123,-1,0
82,123,-1,0
81,123,0,1
81,124,1,0
82,124,0,1
82,125,-1,0
81,125,-1,0
80,125,0,-1
80,124,-1,0
79,124,0,1
79,125,-1,0
78,125,-1,0
77,125,-1,0
76,125,0,-1
76,124,1,0
77,124,1,0
78,124,0,-1
78,123,1,0
79,123,1,0
80,123,0,-1
80,122,-1,0
79,122,-1,0
78,122,-1,0
77,122,0,1
77,123,-1,0
76,123,0,-1
76,122,-1,0
75,122,0,1
75,123,-1,0
74,123,-1,0
73,123,-1,0
72,123,-1,0
71,123,-1,0
70,123,-1,0
69,123,-1,0
68,123,-1,0
67,123,-1,0
66,123,-1,0
65,123,-1,0
64,123,-1,0
63,123,-1,0
62,123,-1,0
61,123,-1,0
60,123,-1,0
59,123,0,-1
59,122,-1,0
58,122,0,1
58,123,-1,0
57,123,0,-1
57,122,-1,0
56,122,0,1
56,123,-1,0
55,123,-1,0
54,123,-1,0
53,123,-1,0
52,123,-1,0
51,123,0,-1
51,122,1,0
52,122,1,0
53,122,1,0
54,122,1,0
55,122,0,-1
55,121,-1,0
54,121,-1,0
53,121,-1,0
52,121,-1,0
51,121,-1,0
50,121,-1,0
49,121,-1,0
48,121,-1,0
47,121,-1,0
46,121,-1,0
45,121,-1,0
44,121,-1,0
43,121,0,-1
43,120,-1,0
42,120,0,1
42,121,-1,0
41,121,-1,0
40,121,-1,0
39,121,-1,0
38,121,-1,0
37,121,0,-1
37,120,1,0
38,120,1,0
39,120,0,-1
39,119,-1,0
38,119,-1,0
37,119,0,-1
37,118,-1,0
36,118,0,1
36,119,-1,0
35,119,0,-1
35,118,0,-1
35,117,1,0
36,117,1,0
37,117,1,0
38,117,0,1
38,118,1,0
39,118,1,0
40,118,0,1
40,119,0,1
40,120,1,0
41,120,0,-1
41,119,1,0
42,119,1,0
43,119,0,-1
43,118,-1,0
42,118,-1,0
41,118,0,-1
41,117,1,0
42,117,1,0
43,117,1,0
44,117,1,0
45,117,1,0
46,117,0,-1
46,116,-1,0
45,116,-1,0
44,116,-1,0
43,116,-1,0
42,116,-1,0
41,116,-1,0
40,116,0,1
40,117,-1,0
39,117,0,-1
39,116,-1,0
38,116,-1,0
37,116,-1,0
36,116,-1,0
35,116,-1,0
34,116,0,1
34,117,-1,0
33,117,0,-1
33,116,-1,0
32,116,-1,0
31,116,-1,0
30,116,0,1
30,117,1,0
31,117,1,0
32,117,0,1
32,118,0,1
32,119,0,1
32,120,1,0
33,120,0,-1
33,119,0,-1
33,118,1,0
34,118,0,1
34,119,0,1
34,120,1,0
35,120,1,0
36,120,0,1
36,121,-1,0
35,121,-1,0
34,121,-1,0
33,121,-1,0
32,121,-1,0
31,121,0,-1
31,120,0,-1
31,119,0,-1
31,118,-1,0
30,118,0,1
30,119,0,1
30,120,0,1
30,121,0,1
30,122,1,0
31,122,1,0
32,122,1,0
33,122,1,0
34,122,1,0
35,122,1,0
36,122,1,0
37,122,1,0
38,122,1,0
39,122,1,0
40,122,1,0
41,122,1,0
42,122,1,0
43,122,1,0
44,122,1,0
45,122,1,0
46,122,1,0
47,122,1,0
48,122,1,0
49,122,1,0
50,122,0,1
50,123,-1,0
49,123,-1,0
48,123,-1,0
47,123,-1,0
46,123,-1,0
45,123,-1,0
44,123,-1,0
43,123,-1,0
42,123,-1,0
41,123,-1,0
40,123,-1,0
39,123,-1,0
38,123,-1,0
37,123,-1,0
36,123,-1,0
35,123,-1,0
34,123,-1,0
33,123,-1,0
32,123,-1,0
31,123,-1,0
30,123,-1,0
29,123,-1,0
28,123,-1,0
27,123,-1,0
26,123,-1,0
25,123,-1,0
24,123,-1,0
23,123,-1,0
22,123,0,-1
22,122,1,0
23,122,1,0
24,122,1,0
25,122,1,0
26,122,1,0
27,122,1,0
28,122,1,0
29,122,0,-1
29,121,-1,0
28,121,-1,0
27,121,-1,0
26,121,-1,0
25,121,-1,0
24,121,0,-1
24,120,0,-1
24,119,0,-1
24,118,1,0
25,118,1,0
26,118,0,1
26,119,-1,0
25,119,0,1
25,120,1,0
26,120,1,0
27,120,1,0
28,120,1,0
29,120,0,-1
29,119,-1,0
28,119,-1,0
27,119,0,-1
27,118,1,0
28,118,1,0
29,118,0,-1
29,117,0,-1
29,116,-1,0
28,116,0,1
28,117,-1,0
27,117,0,-1
27,116,-1,0
26,116,0,1
26,117,-1,0
25,117,0,-1
25,116,-1,0
24,116,0,1
24,117,-1,0
23,117,0,-1
23,116,-1,0
22,116,-1,0
21,116,0,1
21,117,1,0
22,117,0,1
22,118,1,0
23,118,0,1
23,119,-1,0
22,119,-1,0
21,119,0,-1
21,118,-1,0
20,118,0,1
20,119,0,1
20,120,1,0
21,120,1,0
22,120,1,0
23,120,0,1
23,121,-1,0
22,121,-1,0
21,121,-1,0
20,121,-1,0
19,121,-1,0
18,121,-1,0
17,121,-1,0
16,121,-1,0
15,121,-1,0
14,121,-1,0
13,121,-1,0
12,121,-1,0
11,121,0,-1
11,120,1,0
12,120,1,0
13,120,1,0
14,120,1,0
15,120,1,0
16,120,1,0
17,120,0,-1
17,119,0,-1
17,118,1,0
18,118,0,1
18,119,0,1
18,120,1,0
19,120,0,-1
19,119,0,-1
19,118,0,-1
19,117,1,0
20,117,0,-1
20,116,-1,0
19,116,-1,0
18,116,0,1
18,117,-1,0
17,117,0,-1
17,116,-1,0
16,116,0,1
16,117,0,1
16,118,0,1
16,119,-1,0
15,119,0,-1
15,118,-1,0
14,118,0,1
14,119,-1,0
13,119,-1,0
12,119,-1,0
11,119,0,-1
11,118,1,0
12,118,1,0
13,118,0,-1
13,117,1,0
14,117,1,0
15,117,0,-1
15,116,-1,0
14,116,-1,0
13,116,-1,0
12,116,0,1
12,117,-1,0
11,117,0,-1
11,116,-1,0
10,116,-1,0
9,116,-1,0
8,116,-1,0
7,116,0,-1
7,115,0,-1
7,114,1,-1
8,113,1,0
9,113,1,0
10,113,1,0
11,113,1,0
12,113,1,0
13,113,1,0
14,113,1,0
15,113,1,0
16,113,1,0
17,113,1,0
18,113,1,0
19,113,0,-1
19,112,-1,0
18,112,-1,0
17,112,-1,0
16,112,-1,0
15,112,-1,0
14,112,-1,0
13,112,-1,0
12,112,-1,0
11,112,-1,0
10,112,-1,0
9,112,-1,0
8,112,-1,1
7,113,-1,1
6,114,0,1
6,115,0,1
6,116,0,1
6,117,0,1
6,118,0,1
6,119,1,0
7,119,1,0
8,119,0,-1
8,118,-1,0
7,118,0,-1
7,117,1,0
8,117,1,0
9,117,1,0
10,117,0,1
10,118,-1,0
9,118,0,1
9,119,1,0
10,119,0,1
10,120,-1,0
9,120,-1,0
8,120,-1,0
7,120,-1,0
6,120,0,1
6,121,-1,0
5,121,0,-1
5,120,0,-1
5,119,0,-1
5,118,0,-1
5,117,0,-1
5,116,0,-1
5,115,0,-1
5,114,0,-1
5,113,1,0
6,113,1,-1
7,112,0,-1
7,111,1,0
8,111,1,0
9,111,1,0
10,111,1,0
11,111,1,0
12,111,1,0
13,111,1,0
14,111,1,0
15,111,1,0
16,111,1,0
17,111,1,0
18,111,1,0
19,111,1,0
20,111,1,0
21,111,0,1
21,112,-1,0
20,112,0,1
20,113,1,0
21,113,0,1
21,114,-1,0
20,114,-1,0
19,114,-1,0
18,114,-1,0
17,114,-1,0
16,114,-1,0
15,114,-1,0
14,114,-1,0
13,114,-1,0
12,114,-1,0
11,114,-1,0
10,114,-1,0
9,114,-1,0
8,114,0,1
8,115,1,0
9,115,1,0
10,115,1,0
11,115,1,0
12,115,1,0
13,115,1,0
14,115,1,0
15,115,1,0
16,115,1,0
17,115,1,0
18,115,1,0
19,115,1,0
20,115,1,0
21,115,1,0
22,115,0,-1
22,114,1,0
23,114,0,1
23,115,1,0
24,115,1,0
25,115,0,-1
25,114,-1,0
24,114,0,-1
24,113,1,0
25,113,1,0
26,113,0,-1
26,112,-1,0
25,112,-1,0
24,112,-1,0
23,112,0,1
23,113,-1,0
22,113,0,-1
22,112,0,-1
22,111,1,0
23,111,1,0
24,111,1,0
25,111,1,0
26,111,1,0
27,111,1,0
28,111,1,0
29,111,0,1
29,112,0,1
29,113,-1,0
28,113,0,-1
28,112,-1,0
27,112,0,1
27,113,0,1
27,114,-1,0
26,114,0,1
26,115,1,0
27,115,1,0
28,115,0,-1
28,114,1,0
29,114,0,1
29,115,1,0
30,115,1,0
31,115,1,0
32,115,1,0
33,115,1,0
34,115,1,0
35,115,0,-1
35,114,-1,0
34,114,0,-1
34,113,-1,0
33,113,0,1
33,114,-1,0
32,114,-1,0
31,114,-1,0
30,114,0,-1
30,113,1,0
31,113,1,0
32,113,0,-1
32,112,-1,0
31,112,-1,0
30,112,0,-1
30,111,1,0
31,111,1,0
32,111,1,0
33,111,0,1
33,112,1,0
34,112,0,-1
34,111,1,0
35,111,1,0
36,111,0,1
36,112,-1,0
35,112,0,1
35,113,1,0
36,113,1,0
37,113,0,-1
37,112,0,-1
37,111,1,0
38,111,1,0
39,111,1,0
40,111,0,1
40,112,-1,0
39,112,-1,0
38,112,0,1
38,113,1,0
39,113,1,0
40,113,0,1
40,114,-1,0
39,114,-1,0
38,114,-1,0
37,114,-1,0
36,114,0,1
36,115,1,0
37,115,1,0
38,115,1,0
39,115,1,0
40,115,1,0
41,115,0,-1
41,114,1,0
42,114,0,1
42,115,1,0
43,115,0,-1
43,114,0,-1
43,113,1,0
44,113,0,-1
44,112,-1,0
43,112,-1,0
42,112,0,1
42,113,-1,0
41,113,0,-1
41,112,0,-1
41,111,1,0
42,111,1,0
43,111,1,0
44,111,1,0
45,111,1,0
46,111,1,0
47,111,0,1
47,112,-1,0
46,112,-1,0
45,112,0,1
45,113,1,0
46,113,0,1
46,114,-1,0
45,114,-1,0
44,114,0,1
44,115,1,0
45,115,1,0
46,115,1,0
47,115,0,-1
47,114,0,-1
47,113,1,0
48,113,1,0
49,113,1,0
50,113,0,1
50,114,-1,0
49,114,-1,0
48,114,0,1
48,115,1,0
49,115,1,0
50,115,1,0
51,115,1,0
52,115,0,1
52,116,-1,0
51,116,-1,0
50,116,0,1
50,117,-1,0
49,117,0,-1
49,116,-1,0
48,116,-1,0
47,116,0,1
47,117,1,0
48,117,0,1
48,118,0,1
48,119,-1,0
47,119,0,-1
47,118,-1,0
46,118,0,1
46,119,-1,0
45,119,0,-1
45,118,-1,0
44,118,0,1
44,119,0,1
44,120,1,0
45,120,1,0
46,120,1,0
47,120,1,0
48,120,1,0
49,120,0,-1
49,119,0,-1
49,118,1,0
50,118,0,1
50,119,0,1
50,120,1,0
51,120,1,0
52,120,1,0
53,120,1,0
54,120,1,0
55,120,1,0
56,120,0,1
56,121,1,0
57,121,1,0
58,121,1,0
59,121,0,-1
59,120,-1,0
58,120,-1,0
57,120,0,-1
57,119,1,0
58,119,1,0
59,119,0,-1
59,118,-1,0
58,118,-1,0
57,118,-1,0
56,118,0,1
56,119,-1,0
55,119,-1,0
54,119,-1,0
53,119,0,-1
53,118,-1,0
52,118,0,1
52,119,-1,0
51,119,0,-1
51,118,0,-1
51,117,1,0
52,117,1,0
53,117,0,-1
53,116,1,0
54,116,0,1
54,117,0,1
54,118,1,0
55,118,0,-1
55,117,0,-1
55,116,1,0
56,116,0,1
56,117,1,0
57,117,0,-1
57,116,1,0
58,116,0,1
58,117,1,0
59,117,0,-1
59,116,1,0
60,116,1,0
61,116,1,0
62,116,0,1
62,117,-1,0
61,117,-1,0
60,117,0,1
60,118,1,0
61,118,0,1
61,119,-1,0
60,119,0,1
60,120,1,0
61,120,0,1
61,121,-1,0
60,121,0,1
60,122,1,0
61,122,1,0
62,122,1,0
63,122,1,0
64,122,1,0
65,122,1,0
66,122,1,0
67,122,1,0
68,122,1,0
69,122,1,0
70,122,1,0
71,122,1,0
72,122,1,0
73,122,1,0
74,122,0,-1
74,121,-1,0
73,121,-1,0
72,121,-1,0
71,121,-1,0
70,121,0,-1
70,120,1,0
71,120,0,-1
71,119,-1,0
70,119,0,-1
70,118,1,0
71,118,1,0
72,118,0,1
72,119,0,1
72,120,1,0
73,120,1,0
74,120,1,0
75,120,0,1
75,121,1,0
76,121,1,0
77,121,1,0
78,121,1,0
79,121,0,-1
79,120,-1,0
78,120,-1,0
77,120,-1,0
76,120,0,-1
76,119,1,0
77,119,1,0
78,119,0,-1
78,118,1,0
79,118,0,1
79,119,1,0
80,119,0,-1
80,118,0,-1
80,117,-1,0
79,117,-1,0
78,117,-1,0
77,117,0,1
77,118,-1,0
76,118,-1,0
75,118,0,1
75,119,-1,0
74,119,-1,0
73,119,0,-1
73,118,1,0
74,118,0,-1
74,117,-1,0
73,117,-1,0
72,117,-1,0
71,117,-1,0
70,117,-1,0
69,117,-1,0
68,117,-1,0
67,117,0,1
67,118,0,1
67,119,0,1
67,120,1,0
68,120,0,-1
68,119,0,-1
68,118,1,0
69,118,0,1
69,119,0,1
69,120,0,1
69,121,-1,0
68,121,-1,0
67,121,-1,0
66,121,-1,0
65,121,-1,0
64,121,-1,0
63,121,-1,0
62,121,0,-1
62,120,0,-1
62,119,0,-1
62,118,1,0
63,118,0,1
63,119,0,1
63,120,1,0
64,120,1,0
65,120,1,0
66,120,0,-1
66,119,0,-1
66,118,-1,0
65,118,0,1
65,119,-1,0
64,119,0,-1
64,118,0,-1
64,117,-1,0
63,117,0,-1
63,116,1,0
64,116,1,0
65,116,0,1
65,117,1,0
66,117,0,-1
66,116,1,0
67,116,1,0
68,116,1,0
69,116,1,0
70,116,1,0
71,116,1,0
72,116,1,0
73,116,1,0
74,116,1,0
75,116,0,1
75,117,1,0
76,117,0,-1
76,116,1,0
77,116,1,0
78,116,1,0
79,116,1,0
80,116,1,0
81,116,0,1
81,117,1,0
82,117,0,-1
82,116,1,0
83,116,1,0
84,116,1,0
85,116,0,1
85,117,-1,0
84,117,-1,0
83,117,0,1
83,118,0,1
83,119,0,1
83,120,1,0
84,120,0,-1
84,119,0,-1
84,118,1,0
85,118,0,1
85,119,0,1
85,120,1,0
86,120,0,-1
86,119,0,-1
86,118,0,-1
86,117,0,-1
86,116,1,0
87,116,0,1
87,117,1,0
88,117,0,-1
88,116,1,0
89,116,1,0
90,116,1,0
91,116,1,0
92,116,1,0
93,116,1,0
94,116,0,1
94,117,1,0
95,117,0,-1
95,116,1,0
96,116,1,0
97,116,1,0
98,116,1,0
99,116,1,0
100,116,0,-1
100,115,1,0
101,115,0,-1
101,114,1,0
102,114,0,1
102,115,1,0
103,115,0,-1
103,114,1,0
104,114,0,1
104,115,1,0
105,115,0,-1
105,114,0,-1
105,113,-1,0
104,113,-1,0
103,113,-1,0
102,113,-1,0
101,113,0,-1
101,112,-1,0
100,112,0,-1
100,111,-1,0
99,111,-1,0
98,111,-1,0
97,111,0,1
97,112,1,0
98,112,1,0
99,112,0,1
99,113,1,0
100,113,0,1
100,114,-1,0
99,114,0,1
99,115,-1,0
98,115,0,-1
98,114,0,-1
98,113,-1,0
97,113,0,1
97,114,0,1
97,115,-1,0
96,115,0,-1
96,114,-1,0
95,114,0,1
95,115,-1,0
94,115,0,-1
94,114,0,-1
94,113,1,0
95,113,1,0
96,113,0,-1
96,112,-1,0
95,112,-1,0
94,112,-1,0
93,112,0,1
93,113,-1,0
92,113,0,-1
92,112,-1,0
91,112,0,1
91,113,0,1
91,114,1,0
92,114,1,0
93,114,0,1
93,115,-1,0
92,115,-1,0
91,115,-1,0
90,115,0,-1
90,114,-1,0
89,114,0,1
89,115,-1,0
88,115,0,-1
88,114,0,-1
88,113,-1,0
87,113,0,-1
87,112,1,0
88,112,1,0
89,112,0,1
89,113,1,0
90,113,0,-1
90,112,0,-1
90,111,-1,0
89,111,-1,0
88,111,-1,0
87,111,-1,0
86,111,0,1
86,112,0,1
86,113,-1,0
85,113,0,-1
85,112,0,-1
85,111,-1,0
84,111,-1,0
83,111,-1,0
82,111,-1,0
81,111,0,1
81,112,1,0
82,112,0,1
82,113,1,0
83,113,0,-1
83,112,1,0
84,112,0,1
84,113,0,1
84,114,1,0
85,114,1,0
86,114,1,0
87,114,0,1
87,115,-1,0
86,115,-1,0
85,115,-1,0
84,115,-1,0
83,115,0,-1
83,114,-1,0
82,114,0,1
82,115,-1,0
81,115,-1,0
80,115,-1,0
79,115,-1,0
78,115,-1,0
77,115,-1,0
76,115,-1,0
75,115,-1,0
74,115,0,-1
74,114,-1,0
73,114,0,1
73,115,-1,0
72,115,-1,0
71,115,0,-1
71,114,1,0
72,114,0,-1
72,113,-1,0
71,113,0,-1
71,112,1,0
72,112,1,0
73,112,0,1
73,113,1,0
74,113,1,0
75,113,0,1
75,114,1,0
76,114,1,0
77,114,1,0
78,114,0,-1
78,113,1,0
79,113,0,1
79,114,1,0
80,114,1,0
81,114,0,-1
81,113,-1,0
80,113,0,-1
80,112,-1,0
79,112,0,-1
79,111,1,0
80,111,0,-1
80,110,-1,0
79,110,-1,0
78,110,-1,0
77,110,-1,0
76,110,0,-1
76,109,-1,0
75,109,-1,0
74,109,-1,0
73,109,-1,0
72,109,-1,0
71,109,-1,0
70,109,-1,0
69,109,-1,0
68,109,-1,0
67,109,-1,0
66,109,-1,0
65,109,-1,0
64,109,0,1
64,110,1,0
65,110,1,0
66,110,1,0
67,110,1,0
68,110,1,0
69,110,1,0
70,110,1,0
71,110,1,0
72,110,1,0
73,110,1,0
74,110,1,0
75,110,0,1
75,111,1,0
76,111,1,0
77,111,1,0
78,111,0,1
78,112,-1,0
77,112,0,1
77,113,-1,0
76,113,0,-1
76,112,-1,0
75,112,-1,0
74,112,0,-1
74,111,-1,0
73,111,-1,0
72,111,-1,0
71,111,-1,0
70,111,-1,0
69,111,-1,0
68,111,-1,0
67,111,0,1
67,112,0,1
67,113,1,0
68,113,0,-1
68,112,1,0
69,112,1,0
70,112,0,1
70,113,-1,0
69,113,0,1
69,114,1,0
70,114,0,1
70,115,-1,0
69,115,-1,0
68,115,0,-1
68,114,-1,0
67,114,0,1
67,115,-1,0
66,115,-1,0
65,115,-1,0
64,115,-1,0
63,115,-1,0
62,115,-1,0
61,115,0,-1
61,114,-1,0
60,114,0,1
60,115,-1,0
59,115,-1,0
58,115,-1,0
57,115,-1,0
56,115,-1,0
55,115,0,-1
55,114,-1,0
54,114,0,1
54,115,-1,0
53,115,0,-1
53,114,0,-1
53,113,-1,0
52,113,0,1
52,114,-1,0
51,114,0,-1
51,113,0,-1
51,112,-1,0
50,112,-1,0
49,112,-1,0
48,112,0,-1
48,111,1,0
49,111,1,0
50,111,1,0
51,111,1,0
52,111,0,1
52,112,1,0
53,112,0,-1
53,111,1,0
54,111,1,0
55,111,0,1
55,112,-1,0
54,112,0,1
54,113,1,0
55,113,1,0
56,113,0,1
56,114,1,0
57,114,1,0
58,114,1,0
59,114,0,-1
59,113,1,0
60,113,1,0
61,113,0,-1
61,112,1,0
62,112,1,0
63,112,1,0
64,112,0,1
64,113,-1,0
63,113,-1,0
62,113,0,1
62,114,1,0
63,114,1,0
64,114,1,0
65,114,1,0
66,114,0,-1
66,113,-1,0
65,113,0,-1
65,112,1,0
66,112,0,-1
66,111,-1,0
65,111,-1,0
64,111,-1,0
63,111,-1,0
62,111,-1,0
61,111,-1,0
60,111,0,1
60,112,-1,0
59,112,-1,0
58,112,0,1
58,113,-1,0
57,113,0,-1
57,112,-1,0
56,112,0,-1
56,111,1,0
57,111,1,0
58,111,1,0
59,111,0,-1
59,110,1,0
60,110,1,0
61,110,1,0
62,110,1,0
63,110,0,-1
63,109,-1,0
62,109,-1,0
61,109,-1,0
60,109,-1,0
59,109,-1,0
58,109,0,1
58,110,-1,0
57,110,-1,0
56,110,-1,0
55,110,-1,0
54,110,0,-1
54,109,1,0
55,109,1,0
56,109,1,0
57,109,0,-1
57,108,1,0
58,108,1,0
59,108,1,0
60,108,1,0
61,108,1,0
62,108,1,0
63,108,1,0
64,108,1,0
65,108,1,0
66,108,1,0
67,108,1,0
68,108,1,0
69,108,1,0
70,108,1,0
71,108,0,-1
71,107,1,0
72,107,0,1
72,108,1,0
73,108,1,0
74,108,1,0
75,108,1,0
76,108,0,-1
76,107,-1,0
75,107,-1,0
74,107,-1,0
73,107,0,-1
73,106,1,0
74,106,1,0
75,106,0,-1
75,105,0,-1
75,104,0,-1
75,103,-1,0
74,103,-1,0
73,103,-1,0
72,103,0,-1
72,102,1,0
73,102,1,0
74,102,1,0
75,102,0,-1
75,101,-1,0
74,101,-1,0
73,101,-1,0
72,101,-1,0
71,101,-1,0
70,101,-1,0
69,101,-1,0
68,101,-1,0
67,101,-1,0
66,101,-1,0
65,101,-1,0
64,101,0,1
64,102,0,1
64,103,0,1
64,104,0,1
64,105,-1,0
63,105,-1,0
62,105,0,1
62,106,1,0
63,106,1,0
64,106,1,0
65,106,0,-1
65,105,1,0
66,105,0,1
66,106,1,0
67,106,1,0
68,106,1,0
69,106,0,-1
69,105,-1,0
68,105,-1,0
67,105,0,-1
67,104,0,-1
67,103,-1,0
66,103,0,1
66,104,-1,0
65,104,0,-1
65,103,0,-1
65,102,1,0
66,102,1,0
67,102,1,0
68,102,1,0
69,102,1,0
70,102,1,0
71,102,0,1
71,103,-1,0
70,103,-1,0
69,103,-1,0
68,103,0,1
68,104,1,0
69,104,1,0
70,104,0,1
70,105,1,0
71,105,0,-1
71,104,1,0
72,104,1,0
73,104,1,0
74,104,0,1
74,105,-1,0
73,105,-1,0
72,105,0,1
72,106,-1,0
71,106,-1,0
70,106,0,1
70,107,-1,0
69,107,-1,0
68,107,-1,0
67,107,-1,0
66,107,-1,0
65,107,-1,0
64,107,-1,0
63,107,-1,0
62,107,-1,0
61,107,0,-1
61,106,-1,0
60,106,0,1
60,107,-1,0
59,107,-1,0
58,107,-1,0
57,107,-1,0
56,107,0,1
56,108,-1,0
55,108,-1,0
54,108,-1,0
53,108,-1,0
52,108,-1,0
51,108,-1,0
50,108,-1,0
49,108,-1,0
48,108,-1,0
47,108,-1,0
46,108,-1,0
45,108,-1,0
44,108,-1,0
43,108,0,-1
43,107,1,0
44,107,1,0
45,107,1,0
46,107,1,0
47,107,1,0
48,107,1,0
49,107,1,0
50,107,1,0
51,107,1,0
52,107,1,0
53,107,1,0
54,107,1,0
55,107,0,-1
55,106,-1,0
54,106,-1,0
53,106,0,-1
53,105,-1,0
52,105,0,1
52,106,-1,0
51,106,0,-1
51,105,0,-1
51,104,-1,0
50,104,-1,0
49,104,-1,0
48,104,0,1
48,105,1,0
49,105,1,0
50,105,0,1
50,106,-1,0
49,106,-1,0
48,106,-1,0
47,106,0,-1
47,105,-1,0
46,105,0,1
46,106,-1,0
45,106,-1,0
44,106,-1,0
43,106,0,-1
43,105,1,0
44,105,1,0
45,105,0,-1
45,104,-1,0
44,104,-1,0
43,104,0,-1
43,103,1,0
44,103,1,0
45,103,0,-1
45,102,-1,0
44,102,-1,0
43,102,-1,0
42,102,-1,0
41,102,-1,0
40,102,-1,0
39,102,-1,0
38,102,0,-1
38,101,1,0
39,101,1,0
40,101,1,0
41,101,1,0
42,101,1,0
43,101,1,0
44,101,1,0
45,101,1,0
46,101,0,-1
46,100,1,0
47,100,0,1
47,101,1,0
48,101,0,1
48,102,-1,0
47,102,-1,0
46,102,0,1
46,103,0,1
46,104,1,0
47,104,0,-1
47,103,1,0
48,103,1,0
49,103,1,0
50,103,1,0
51,103,1,0
52,103,0,1
52,104,1,0
53,104,0,-1
53,103,1,0
54,103,1,0
55,103,0,1
55,104,-1,0
54,104,0,1
54,105,1,0
55,105,1,0
56,105,0,1
56,106,1,0
57,106,1,0
58,106,1,0
59,106,0,-1
59,105,1,0
60,105,1,0
61,105,0,-1
61,104,-1,0
60,104,-1,0
59,104,-1,0
58,104,0,1
58,105,-1,0
57,105,0,-1
57,104,-1,0
56,104,0,-1
56,103,0,-1
56,102,-1,0
55,102,-1,0
54,102,-1,0
53,102,-1,0
52,102,-1,0
51,102,-1,0
50,102,-1,0
49,102,0,-1
49,101,1,0
50,101,1,0
51,101,1,0
52,101,1,0
53,101,1,0
54,101,1,0
55,101,1,0
56,101,1,0
57,101,1,0
58,101,0,1
58,102,-1,0
57,102,0,1
57,103,1,0
58,103,1,0
59,103,1,0
60,103,1,0
61,103,1,0
62,103,0,1
62,104,1,0
63,104,0,-1
63,103,0,-1
63,102,-1,0
62,102,-1,0
61,102,-1,0
60,102,-1,0
59,102,0,-1
59,101,1,0
60,101,1,0
61,101,1,0
62,101,1,0
63,101,0,-1
63,100,0,-1
63,99,-1,0
62,99,0,1
62,100,-1,0
61,100,0,-1
61,99,-1,0
60,99,0,1
60,100,-1,0
59,100,-1,0
58,100,-1,0
57,100,-1,0
56,100,-1,0
55,100,-1,0
54,100,-1,0
53,100,-1,0
52,100,-1,0
51,100,-1,0
50,100,-1,0
49,100,-1,0
48,100,0,-1
48,99,1,0
49,99,1,0
50,99,1,0
51,99,1,0
52,99,1,0
53,99,1,0
54,99,1,0
55,99,1,0
56,99,1,0
57,99,1,0
58,99,1,0
59,99,0,-1
59,98,-1,0
58,98,-1,0
57,98,-1,0
56,98,-1,0
55,98,0,-1
55,97,-1,0
54,97,0,1
54,98,-1,0
53,98,-1,0
52,98,-1,0
51,98,0,-1
51,97,1,0
52,97,1,0
53,97,0,-1
53,96,-1,0
52,96,-1,0
51,96,-1,0
50,96,-1,0
49,96,0,1
49,97,1,0
50,97,0,1
50,98,-1,0
49,98,-1,0
48,98,0,-1
48,97,-1,0
47,97,-1,0
46,97,-1,0
45,97,-1,0
44,97,0,-1
44,96,1,0
45,96,1,0
46,96,1,0
47,96,1,0
48,96,0,-1
48,95,-1,0
47,95,-1,0
46,95,-1,0
45,95,-1,0
44,95,-1,0
43,95,-1,0
42,95,-1,0
41,95,0,1
41,96,0,1
41,97,1,0
42,97,0,-1
42,96,1,0
43,96,0,1
43,97,0,1
43,98,-1,0
42,98,-1,0
41,98,-1,0
40,98,-1,0
39,98,-1,0
38,98,-1,0
37,98,-1,0
36,98,-1,0
35,98,-1,0
34,98,0,-1
34,97,1,0
35,97,1,0
36,97,0,-1
36,96,1,0
37,96,0,1
37,97,1,0
38,97,1,0
39,97,1,0
40,97,0,-1
40,96,-1,0
39,96,-1,0
38,96,0,-1
38,95,0,-1
38,94,1,0
39,94,0,1
39,95,1,0
40,95,0,-1
40,94,1,0
41,94,1,0
42,94,1,0
43,94,1,0
44,94,1,0
45,94,1,0
46,94,1,0
47,94,1,0
48,94,1,0
49,94,0,1
49,95,1,0
50,95,0,-1
50,94,1,0
51,94,0,1
51,95,1,0
52,95,1,0
53,95,1,0
54,95,0,1
54,96,1,0
55,96,0,-1
55,95,1,0
56,95,1,0
57,95,1,0
58,95,1,0
59,95,1,0
60,95,0,1
60,96,-1,0
59,96,-1,0
58,96,-1,0
57,96,-1,0
56,96,0,1
56,97,1,0
57,97,1,0
58,97,1,0
59,97,1,0
60,97,0,1
60,98,1,0
61,98,0,-1
